Elspot Prices in EUR/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 28-07-2018;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;TromsÃ¸;EE;LV;LT
21-01-2018;02 - 03;29,21;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;29,24;30,03;30,03
21-01-2018;03 - 04;28,68;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;28,71;32,44;32,44
21-01-2018;04 - 05;28,78;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;28,8;31,03;31,03
21-01-2018;05 - 06;29,01;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;29,05;30,01;30,01
21-01-2018;06 - 07;29,45;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48;29,48
21-01-2018;07 - 08;30,67;30,75;30,75;30,75;30,75;30,75;30,31;30,75;30,75;30,75;30,75;30,75;30,75;30,15;30,75;30,75;30,75
21-01-2018;08 - 09;31,71;32,04;32,04;32,04;32,04;32,04;32,49;32,04;31,45;31,45;31,45;32,04;32,04;30,33;32,04;32,04;32,04
21-01-2018;09 - 10;32,55;34,45;34,45;34,45;34,45;34,45;35,3;35,3;31,6;31,6;31,6;32,63;32,63;31,24;34,45;35,15;35,15
21-01-2018;10 - 11;33,72;37,95;37,95;37,95;37,95;37,95;38,88;38,88;31,83;31,83;31,83;33,28;33,28;30,8;37,95;37,95;37,95
21-01-2018;11 - 12;34,62;39,95;39,95;39,95;39,95;39,95;40,93;40,93;32,13;32,13;32,13;33,09;33,09;31,53;39,95;39,95;39,95
21-01-2018;12 - 13;34,53;39,62;39,62;39,62;39,62;39,62;40,93;40,93;32,15;32,15;32,15;32,91;32,91;32,03;39,62;39,62;39,62
21-01-2018;13 - 14;33,8;36,86;36,86;36,86;36,86;36,86;37,77;37,77;32,06;32,06;32,06;33,27;33,27;32,71;36,86;37,51;37,51
21-01-2018;14 - 15;33,08;33,84;33,84;33,84;33,84;33,84;33,84;33,84;32,25;32,25;32,25;33,39;33,39;33,39;33,84;35,32;35,32
21-01-2018;15 - 16;33,75;34,62;34,62;34,62;34,62;34,62;34,62;34,62;32,39;32,39;32,39;34,26;34,26;34,21;34,62;35,37;35,37
21-01-2018;16 - 17;34,71;38,04;38,04;38,04;38,04;38,04;38,04;38,04;38,04;32,84;32,84;34,73;34,73;34,14;38,04;39,45;39,45
21-01-2018;17 - 18;40,9;42,93;42,93;42,93;42,93;42,93;42,93;42,93;42,93;33,01;33,01;35,03;35,03;33,58;42,93;43,86;43,86
21-01-2018;18 - 19;42,75;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;32,66;32,66;34,65;34,65;33,17;48,08;48,08;48,08
21-01-2018;19 - 20;39,12;42,92;42,92;42,92;42,92;42,92;42,92;42,92;42,92;32,44;32,44;33,76;33,76;33,13;42,92;44,42;44,42
21-01-2018;20 - 21;35,86;36,56;36,56;36,56;36,56;36,56;37,46;37,46;36,56;36,56;36,56;36,56;36,56;32,91;36,56;38,96;38,96
21-01-2018;21 - 22;32,54;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;32,53;35,31;35,31
21-01-2018;22 - 23;32,24;32,18;32,18;32,18;32,18;32,18;32,5;32,18;32,18;32,18;32,18;32,18;32,18;32,18;32,18;33,36;33,36
21-01-2018;23 - 00;30,52;30,52;30,52;30,52;30,52;30,52;30,2;30,52;30,52;30,52;30,52;30,52;30,52;30,52;30,52;30,68;30,68
22-01-2018;00 - 01;29,3;29,26;29,26;29,26;29,26;29,26;27,06;29,26;29,26;29,26;29,26;29,26;29,26;29,26;29,26;29,26;29,26
22-01-2018;01 - 02;28,6;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58;28,58
22-01-2018;02 - 03;28,42;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38;28,38
22-01-2018;03 - 04;28,51;28,53;28,53;28,53;28,53;28,53;28,38;28,38;28,53;28,38;28,53;28,53;28,53;28,53;28,53;28,53;28,53
22-01-2018;04 - 05;28,81;28,94;28,94;28,94;28,94;31;28,38;28,38;28,94;28,38;28,94;28,94;28,94;28,94;31;31;31
22-01-2018;05 - 06;30,54;29,73;29,73;29,73;29,73;63,54;25,97;29,73;29,73;28,88;29,73;29,73;29,73;29,73;63,54;63,54;63,54
22-01-2018;06 - 07;36,39;33,2;33,2;33,2;33,2;150,01;33,08;33,2;33,2;31,55;31,55;33,2;33,2;33,2;150,01;150,01;150,01
22-01-2018;07 - 08;51,95;42,95;42,95;42,95;42,95;83,03;42,95;42,95;42,95;41,58;41,58;42,95;42,95;42,95;83,03;83,03;83,03
22-01-2018;08 - 09;51,96;47,4;47,4;47,4;47,4;70,08;45,06;47,4;47,4;45,06;45,06;47,4;47,4;32,68;70,08;70,08;70,08
22-01-2018;09 - 10;51,9;45,9;45,9;45,9;45,9;70,05;45,9;45,9;45,9;45,9;45,9;45,9;45,9;32,97;70,05;70,05;70,05
22-01-2018;10 - 11;49,75;44,98;44,98;44,98;44,98;67,98;44,98;44,98;44,98;44,98;44,98;44,98;44,98;32,73;67,98;67,98;67,98
22-01-2018;11 - 12;51,87;48,39;48,39;48,39;48,39;70,01;46,84;48,39;46,84;46,84;46,84;48,39;48,39;34,03;70,01;70,01;70,01
22-01-2018;12 - 13;51,87;47;47;47;47;59,84;45,5;47;45,5;45,5;45,5;47;47;33,79;59,84;59,84;59,84
22-01-2018;13 - 14;52,48;47,39;47,39;47,39;47,39;70,09;45,87;47,39;45,87;45,87;45,87;47,39;47,39;33,79;70,09;70,09;70,09
22-01-2018;14 - 15;51,2;46,34;46,34;46,34;46,34;55,09;44,85;46,34;44,85;44,85;44,85;46,34;46,34;33,73;55,09;55,09;55,09
22-01-2018;15 - 16;49,68;43,94;43,94;43,94;43,94;70,02;43,94;43,94;42,54;42,54;42,54;43,94;43,94;32,12;70,02;70,02;70,02
22-01-2018;16 - 17;50,6;43,99;43,99;43,99;43,99;70,06;43,65;43,99;42,25;42,25;42,25;43,99;43,99;31,43;70,06;70,06;70,06
22-01-2018;17 - 18;52,53;50,72;50,72;50,72;50,72;68,25;49,5;50,72;49,5;49,5;49,5;50,72;50,72;31,14;68,25;68,25;68,25
22-01-2018;18 - 19;49,09;51;51;51;51;51,73;51;51;49,37;49,37;49,37;51;51;31,28;51,73;51,73;51,73
22-01-2018;19 - 20;48;48,05;48,05;48,05;48,05;48,05;48,05;48,05;46,51;46,51;46,51;46,51;46,51;32,04;48,05;48,05;48,05
22-01-2018;20 - 21;42,75;42,82;42,82;42,82;42,82;42,82;42,82;42,82;41,45;41,45;41,45;41,45;41,45;31,44;42,82;42,82;42,82
22-01-2018;21 - 22;37,5;38,99;38,99;38,99;38,99;38,99;38,99;38,99;37,74;37,74;37,74;37,74;37,74;32,26;39,71;39,71;39,71
22-01-2018;22 - 23;35,07;36,2;36,2;36,2;36,2;36,2;36,2;36,2;36,2;36,2;36,2;36,2;36,2;31,5;35,48;35,48;35,48
22-01-2018;23 - 00;33,06;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;30,24;33,5;33,5;33,5
23-01-2018;00 - 01;32,99;33,38;33,38;33,38;33,38;33,38;33,38;33,38;32,67;32,67;32,67;32,67;32,67;30,12;33,38;33,38;33,38
23-01-2018;01 - 02;31,62;31,74;31,74;31,74;31,74;31,74;31,74;31,74;31,48;31,48;31,48;31,48;31,48;30;31,74;31,74;31,74
23-01-2018;02 - 03;30,81;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;29,96;30,78;30,78;30,78
23-01-2018;03 - 04;30,47;30,38;30,38;30,38;30,38;30,38;30,38;30,38;30,38;30,38;30,38;30,38;30,38;29,94;30,38;30,38;30,38
23-01-2018;04 - 05;31,01;30,97;30,97;30,97;30,97;30,97;30,97;30,97;30,97;30,97;30,97;30,97;30,97;29,95;30,97;30,97;30,97
23-01-2018;05 - 06;33,36;32,48;32,48;32,48;32,48;55,06;32,48;32,48;31,81;31,81;31,81;31,81;31,81;30,1;55,06;55,06;55,06
23-01-2018;06 - 07;42,68;39,04;39,04;39,04;39,04;149,82;39,49;39,49;34,42;34,42;34,42;34,42;34,42;30,38;149,82;149,82;149,82
23-01-2018;07 - 08;74,82;48,93;48,93;48,93;48,93;200,02;48,48;48,93;47,36;47,36;47,36;47,36;47,36;34,21;200,02;200,02;200,02
23-01-2018;08 - 09;77,73;52,74;52,74;52,74;52,74;150,08;51,05;52,74;51,05;51,05;51,05;52,74;52,74;36,27;150,08;150,08;150,08
23-01-2018;09 - 10;62,33;50,79;50,79;50,79;50,79;100,08;44,64;50,79;41,81;41,81;41,81;50,79;50,79;36,29;100,08;100,08;100,08
23-01-2018;10 - 11;55,89;47,04;47,04;47,04;47,04;169,04;36,64;47,04;35,85;35,85;35,85;47,04;47,04;36,28;169,04;169,04;169,04
23-01-2018;11 - 12;46,96;43,83;43,83;43,83;43,83;121,04;33,65;43,83;33,65;33,65;33,65;43,83;43,83;37,58;121,04;121,04;121,04
23-01-2018;12 - 13;42,58;40,06;40,06;40,06;40,06;67,79;32,94;40,06;32,94;32,94;32,94;40,06;40,06;36,35;67,79;67,79;67,79
23-01-2018;13 - 14;40,94;37,28;37,28;37,28;37,28;68,1;32,85;37,28;32,85;32,85;32,85;37,28;37,28;36,35;68,1;68,1;68,1
23-01-2018;14 - 15;39,21;36,59;36,59;36,59;36,59;59,52;32,66;36,59;32,66;32,66;32,66;36,59;36,59;36,59;59,52;59,52;59,52
23-01-2018;15 - 16;39,14;36,6;36,6;36,6;36,6;91,58;32,59;36,6;32,59;32,59;32,59;36,6;36,6;36,35;91,58;91,58;91,58
23-01-2018;16 - 17;41,67;34,54;34,54;34,54;34,54;169,02;33,67;34,54;33,67;33,67;33,67;34,54;34,54;33,41;169,02;169,02;169,02
23-01-2018;17 - 18;46,92;37,02;37,02;37,02;37,02;100,06;37,02;37,02;37,02;37,02;37,02;37,02;37,02;32,34;100,06;100,06;100,06
23-01-2018;18 - 19;37,1;32,99;32,99;32,99;32,99;59,35;32,99;32,99;32,99;32,99;32,99;32,99;32,99;32,99;59,35;59,35;59,35
23-01-2018;19 - 20;32,99;32,69;32,69;32,69;32,69;44,7;32,69;32,69;32,06;32,06;32,06;32,69;32,69;32,69;44,7;44,7;44,7
23-01-2018;20 - 21;31,27;30,99;30,99;30,99;30,99;30,99;30,99;30,99;30,93;30,93;30,93;30,99;30,99;30,99;30,99;30,99;40,86
23-01-2018;21 - 22;29,75;29,62;29,62;29,62;29,62;33,71;29,62;29,62;29,62;29,62;29,62;29,62;29,62;29,62;33,71;36,02;36,02
23-01-2018;22 - 23;28,78;28,72;28,72;28,72;28,72;29,53;28,03;28,03;28,72;28,72;28,72;28,72;28,72;28,72;29,53;29,53;29,53
23-01-2018;23 - 00;28,08;28,11;28,11;28,11;28,11;28,11;13,64;13,64;28,11;28,11;28,11;28,11;28,11;28,11;28,11;29,03;29,03
24-01-2018;00 - 01;27,24;27,16;27,16;27,16;27,16;27,16;13,46;13,46;27,16;27,16;27,16;27,57;27,57;27,57;27,16;27,16;27,16
24-01-2018;01 - 02;26,62;26,92;26,92;26,92;26,92;26,92;11,21;11,21;26,92;26,92;26,92;27,02;27,02;27,02;26,92;26,92;26,92
24-01-2018;02 - 03;25,73;25,21;25,21;25,21;25,21;25,21;10,34;10,34;26,3;26,3;26,3;26,87;26,87;26,87;25,21;25,21;25,21
24-01-2018;03 - 04;25,39;25,62;25,62;25,62;25,62;25,62;9,26;9,26;25,69;25,69;25,69;26,46;26,46;26,46;25,62;25,62;25,62
24-01-2018;04 - 05;25,99;25,91;25,91;25,91;25,91;25,91;11,23;11,23;25,91;25,91;25,91;26,57;26,57;26,57;25,91;25,91;25,91
24-01-2018;05 - 06;27,4;27,39;27,39;27,39;27,39;27,39;16,74;16,74;27,39;27,39;27,39;27,39;27,39;27,39;27,39;27,39;27,39
24-01-2018;06 - 07;28,94;28,83;28,83;28,83;28,83;34,54;28,83;28,83;28,83;28,56;28,83;28,83;28,83;28,83;34,54;34,54;34,54
24-01-2018;07 - 08;32,18;31,94;31,94;31,94;31,94;38,08;40,92;40,92;31,94;30,93;30,93;31,94;31,94;30,93;38,08;38,08;38,08
24-01-2018;08 - 09;33,08;32,39;32,39;32,39;32,39;41,75;32,39;32,39;32,39;32,39;32,39;32,39;32,39;30,84;41,75;41,75;41,75
24-01-2018;09 - 10;32,34;31,88;31,88;31,88;31,88;38,09;31,88;31,88;31,88;31,88;31,88;31,88;31,88;31,02;38,09;38,09;38,09
24-01-2018;10 - 11;30,91;30,57;30,57;30,57;30,57;38,02;30,57;30,57;30,57;30,57;30,57;30,57;30,57;30,57;38,02;38,02;38,02
24-01-2018;11 - 12;30,16;29,9;29,9;29,9;29,9;36,63;29,9;29,9;29,9;29,9;29,9;29,9;29,9;29,9;36,63;36,63;36,63
24-01-2018;12 - 13;30,06;29,82;29,82;29,82;29,82;38,07;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;38,07;38,07;38,07
24-01-2018;13 - 14;29,56;29,4;29,4;29,4;29,4;38;29,06;29,4;29,4;29,06;29,4;29,4;29,4;29,4;38;38;38
24-01-2018;14 - 15;29,46;29,36;29,36;29,36;29,36;40,87;28,83;28,83;29,36;28,83;29,36;29,36;29,36;29,36;40,87;40,87;40,87
24-01-2018;15 - 16;29,51;29,35;29,35;29,35;29,35;43,68;28,73;28,73;29,35;28,73;29,35;29,35;29,35;29,35;43,68;43,68;43,68
24-01-2018;16 - 17;29,67;29,33;29,33;29,33;29,33;46,74;29;29,33;29,33;29;29,33;29,33;29,33;29,33;46,74;46,74;46,74
24-01-2018;17 - 18;30,07;29,7;29,7;29,7;29,7;42,09;29,7;29,7;29,7;29,7;29,7;29,7;29,7;29,7;42,09;42,09;42,09
24-01-2018;18 - 19;29,55;29,27;29,27;29,27;29,27;41,79;29,27;29,27;29,27;29,15;29,27;29,27;29,27;29,27;41,79;41,79;41,79
24-01-2018;19 - 20;28,86;29,04;29,04;29,04;29,04;30,23;28,37;28,37;29,04;28,5;29,04;29,04;29,04;29,04;30,23;30,23;30,23
24-01-2018;20 - 21;28,41;28,45;28,45;28,45;28,45;28,45;25,06;25,06;28,45;28,45;28,45;28,45;28,45;28,45;28,45;28,45;28,45
24-01-2018;21 - 22;28,07;28,15;28,15;28,15;28,15;28,15;18,26;18,26;28,15;28,15;28,15;28,17;28,17;28,17;28,15;28,15;28,15
24-01-2018;22 - 23;27,16;25,04;25,04;25,04;25,04;25,04;16,49;16,49;27,56;27,56;27,56;28;28;28;25,04;25,04;25,04
24-01-2018;23 - 00;25,5;15,59;15,59;15,59;15,59;15,59;11,83;11,83;27,22;27,22;27,22;27,82;27,82;27,82;15,59;15,59;15,59
25-01-2018;00 - 01;26,19;21,76;21,76;21,76;21,76;21,76;4,72;4,72;27,18;27,18;27,18;27,18;27,18;27,18;21,76;21,76;21,76
25-01-2018;01 - 02;25,22;15,85;15,85;15,85;15,85;15,85;5,45;5,45;26,81;26,81;26,81;26,81;26,81;26,81;15,85;15,85;15,85
25-01-2018;02 - 03;24,05;15,18;15,18;15,18;15,18;15,18;3,87;3,87;26,23;26,23;26,23;26,23;26,23;26,23;15,18;15,18;15,18
25-01-2018;03 - 04;23,89;17,8;17,8;17,8;17,8;17,8;4,69;4,69;25,45;25,45;25,45;26,16;26,16;26,16;17,8;17,8;17,8
25-01-2018;04 - 05;23,68;22,52;22,52;22,52;22,52;22,52;4,74;4,74;24,07;24,07;24,07;26,2;26,2;26,2;22,52;22,52;22,52
25-01-2018;05 - 06;26,09;26;26;26;26;27;13,99;13,99;26;26;26;26,97;26,97;26,97;27;27;27
25-01-2018;06 - 07;28,2;28,12;28,12;28,12;28,12;28,91;28,12;28,12;28,12;28,12;28,12;28,12;28,12;28,12;28,91;28,91;28,91
25-01-2018;07 - 08;30,9;30,2;30,2;30,2;30,2;38,88;39,48;39,48;30,2;30,2;30,2;30,2;30,2;30,2;38,88;38,88;38,88
25-01-2018;08 - 09;31,57;30,95;30,95;30,95;30,95;41,74;33,68;33,68;30,95;30,95;30,95;30,95;30,95;30,95;41,74;41,74;41,74
25-01-2018;09 - 10;31,46;30,96;30,96;30,96;30,96;41,05;30,96;30,96;30,96;30,96;30,96;30,96;30,96;30,96;41,05;41,05;41,05
25-01-2018;10 - 11;31,17;30,86;30,86;30,86;30,86;41,56;30,86;30,86;30,86;30,86;30,86;30,86;30,86;30,86;41,56;41,56;41,56
25-01-2018;11 - 12;30,91;30,49;30,49;30,49;30,49;41,73;30,49;30,49;30,49;30,49;30,49;30,49;30,49;30,49;41,73;41,73;41,73
25-01-2018;12 - 13;30,57;30,22;30,22;30,22;30,22;41,75;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,22;41,75;44,49;44,49
25-01-2018;13 - 14;30,6;30,29;30,29;30,29;30,29;41,7;30,29;30,29;30,29;30,29;30,29;30,29;30,29;30,29;41,7;41,7;41,7
25-01-2018;14 - 15;30,63;30,43;30,43;30,43;30,43;32,98;30,43;30,43;30,43;30,43;30,43;30,43;30,43;30,43;32,98;44,45;44,45
25-01-2018;15 - 16;31,06;30,85;30,85;30,85;30,85;41,78;30,85;30,85;30,85;30,85;30,85;30,85;30,85;30,85;41,78;44,44;44,44
25-01-2018;16 - 17;32,08;31,83;31,83;31,83;31,83;45,67;21,01;31,83;31,83;31,83;31,83;31,83;31,83;31,83;45,67;45,67;45,67
25-01-2018;17 - 18;36,26;33,38;33,38;33,38;45,65;45,65;44,21;45,65;33,38;33,38;33,38;33,38;33,38;31,3;45,65;45,65;45,65
25-01-2018;18 - 19;34,47;33,19;33,19;33,19;44,51;44,51;33,19;44,51;33,19;33,19;33,19;33,19;33,19;31,1;44,51;44,51;44,51
25-01-2018;19 - 20;32,18;32,14;32,14;32,14;32,14;32,14;32,14;32,14;32,14;32,14;32,14;32,14;32,14;31,04;32,14;36,03;36,03
25-01-2018;20 - 21;31,49;31,48;31,48;31,48;31,48;31,48;31,48;31,48;31,48;31,48;31,48;31,48;31,48;30,46;31,48;31,48;31,48
25-01-2018;21 - 22;30,73;30,72;30,72;30,72;30,72;30,72;30,72;30,72;30,72;30,72;30,72;30,72;30,72;30,43;30,72;30,72;30,72
25-01-2018;22 - 23;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71;29,71
25-01-2018;23 - 00;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98;28,98
26-01-2018;00 - 01;29,12;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28;29,28
26-01-2018;01 - 02;28,8;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99;28,99
26-01-2018;02 - 03;28,75;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94;28,94
26-01-2018;03 - 04;28,95;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1;29,1
26-01-2018;04 - 05;29,47;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55;29,55
26-01-2018;05 - 06;30,13;30,1;30,1;30,1;30,1;35,02;30,1;30,1;30,1;30,1;30,1;30,1;30,1;29,92;35,02;35,02;35,02
26-01-2018;06 - 07;32,12;31,21;31,21;31,21;38,95;45,04;38,95;38,95;31,21;31,21;31,21;31,21;31,21;30,11;45,04;45,04;45,04
26-01-2018;07 - 08;35,91;33,57;33,57;33,57;48,21;48,21;33,57;48,21;33,57;33,57;33,57;33,57;33,57;30,38;48,21;48,21;48,21
26-01-2018;08 - 09;39,68;35,58;35,58;35,58;51,39;51,39;37,01;51,39;35,58;35,58;35,58;35,58;35,58;30,77;51,39;51,39;51,39
26-01-2018;09 - 10;39,92;34,51;34,51;34,51;53,21;53,21;36,39;53,21;34,51;34,51;34,51;34,51;34,51;30,9;53,21;53,21;53,21
26-01-2018;10 - 11;39,89;35,53;35,53;35,53;52,72;52,72;35,53;52,72;35,53;35,53;35,53;35,53;35,53;30,73;52,72;52,72;52,72
26-01-2018;11 - 12;37,09;34,09;34,09;34,09;51,9;51,9;34,09;51,9;34,09;34,09;34,09;34,09;34,09;30,49;51,9;51,9;51,9
26-01-2018;12 - 13;34,33;33,35;33,35;33,35;49,02;49,02;33,35;49,02;33,35;33,35;33,35;33,35;33,35;30,38;49,02;49,02;49,02
26-01-2018;13 - 14;33,98;32,93;32,93;32,93;48,02;48,02;32,93;48,02;32,93;32,93;32,93;32,93;32,93;30,36;48,02;48,02;48,02
26-01-2018;14 - 15;33,97;32,82;32,82;32,82;47,78;47,78;32,82;47,78;32,82;32,82;32,82;32,82;32,82;30,37;47,78;47,78;47,78
26-01-2018;15 - 16;33,84;32,65;32,65;32,65;47,09;47,89;32,65;47,09;32,65;32,65;32,65;32,65;32,65;30,35;47,89;47,89;47,89
26-01-2018;16 - 17;35,7;33,54;33,54;33,54;47,09;54,28;33,54;47,09;33,54;33,54;33,54;33,54;33,54;30,31;54,28;54,28;54,28
26-01-2018;17 - 18;47,06;38,45;38,45;38,45;49,92;59,25;48,5;49,92;38,45;38,45;38,45;38,45;38,45;30,28;59,25;59,25;59,25
26-01-2018;18 - 19;41,86;35,21;35,21;35,21;52,74;57,35;47,1;52,74;35,21;35,21;35,21;35,21;35,21;30,25;52,74;52,74;52,74
26-01-2018;19 - 20;34,31;33,25;33,25;33,25;44,28;39,67;43,03;44,28;33,25;33,25;33,25;33,25;33,25;30,22;44,28;44,28;44,28
26-01-2018;20 - 21;32,18;32,45;32,45;32,45;32,45;32,45;33,17;33,17;32,45;32,45;32,45;32,45;32,45;30,18;32,45;32,45;32,45
26-01-2018;21 - 22;31,22;31,55;31,55;31,55;31,55;31,55;31,55;31,55;31,55;31,55;31,55;31,55;31,55;30,14;31,55;31,55;31,55
26-01-2018;22 - 23;30,48;30,65;30,65;30,65;30,65;30,65;30,65;30,65;30,65;30,65;30,65;30,65;30,65;30,1;30,65;30,65;30,65
26-01-2018;23 - 00;30,08;30,19;30,19;30,19;30,19;30,19;30,19;30,19;30,19;30,19;30,19;30,19;30,19;29,98;30,19;30,19;30,19
27-01-2018;00 - 01;30,68;30,8;30,8;30,8;30,8;30,8;30,8;30,8;30,8;30,8;30,8;30,8;30,8;30,19;30,8;30,8;30,8
27-01-2018;01 - 02;30,17;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,22;30,12;30,22;30,22;30,22
27-01-2018;02 - 03;29,98;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01;30,01
27-01-2018;03 - 04;29,96;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99;29,99
27-01-2018;04 - 05;30,17;30,23;30,23;30,23;30,23;30,23;30,23;30,23;30,23;30,23;30,23;30,23;30,23;30,09;30,23;30,23;30,23
27-01-2018;05 - 06;30,64;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,78;30,14;30,78;30,78;30,78
27-01-2018;06 - 07;30,64;30,76;30,76;30,76;30,76;30,76;30,76;30,76;30,76;30,76;30,76;30,76;30,76;30,2;30,76;30,76;30,76
27-01-2018;07 - 08;30,71;30,76;30,76;30,76;30,76;30,76;33,51;33,51;30,76;30,76;30,76;30,76;30,76;30,3;30,76;30,76;30,76
27-01-2018;08 - 09;31,57;31,55;31,55;31,55;37,22;31,55;38;38;31,55;31,55;31,55;31,55;31,55;30,39;37,22;37,22;37,22
27-01-2018;09 - 10;32,96;32,71;32,71;32,71;40,01;32,71;40,01;40,01;32,71;32,71;32,71;32,71;32,71;30,48;40,01;40,01;40,01
27-01-2018;10 - 11;34,37;34,35;34,35;34,35;38,03;34,35;38,03;38,03;34,35;34,35;34,35;34,35;34,35;31,41;38,03;38,03;38,03
27-01-2018;11 - 12;33,58;33,95;33,95;33,95;33,95;33,95;33,95;33,95;33,95;33,95;33,95;33,95;33,95;31,34;33,95;33,95;33,95
27-01-2018;12 - 13;32,55;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;30,83;32,77;32,77;32,77
27-01-2018;13 - 14;31,85;31,99;31,99;31,99;31,99;31,99;31,99;31,99;31,99;31,99;31,99;31,99;31,99;30,92;31,99;31,99;31,99
27-01-2018;14 - 15;31,32;31,46;31,46;31,46;31,46;31,46;31,46;31,46;31,46;31,46;31,46;31,46;31,46;31,25;31,46;31,46;31,46
27-01-2018;15 - 16;31,04;31,08;31,08;31,08;31,08;32,18;31,08;31,08;31,08;31,08;31,08;31,08;31,08;31,08;32,18;32,18;32,18
27-01-2018;16 - 17;31,49;31,29;31,29;31,29;31,29;37,23;31,29;31,29;31,29;31,29;31,29;31,29;31,29;31,26;37,25;37,25;37,25
27-01-2018;17 - 18;33,9;35,84;35,84;35,84;35,84;40,04;35,84;35,84;32,39;32,39;32,39;34,58;34,58;31,92;40,04;40,04;40,04
27-01-2018;18 - 19;32,25;32,63;32,63;32,63;32,63;37,09;32,63;32,63;31,54;31,54;31,54;32,63;32,63;32,63;37,09;37,09;37,09
27-01-2018;19 - 20;31,15;31,96;31,96;31,96;31,96;32,75;31,96;31,96;30,77;30,77;30,77;31,96;31,96;31,64;32,75;32,75;32,75
27-01-2018;20 - 21;29,86;30;30;30;30;30;27,89;30;30;29,63;30;30;30;30;32,77;32,77;32,77
27-01-2018;21 - 22;28,9;29,04;29,04;29,04;29,04;29,22;11,91;19,91;29,04;28,92;29,04;29,04;29,04;29,04;29,22;29,22;29,22
27-01-2018;22 - 23;28,6;28,69;28,69;28,69;28,69;28,69;10,98;10,98;28,69;28,69;28,69;28,69;28,69;28,69;28,69;28,69;28,69
27-01-2018;23 - 00;28,01;28,23;28,23;28,23;28,23;28,23;0,1;0,1;28,23;28,23;28,23;28,23;28,23;28,23;28,23;28,23;28,23
28-01-2018;00 - 01;27,99;28,21;28,21;28,21;28,21;28,21;-0,04;-0,04;28,21;28,21;28,21;28,21;28,21;28,21;28,21;28,21;28,21
28-01-2018;01 - 02;27,22;27,72;27,72;27,72;27,72;27,72;-12,02;-12,02;27,72;27,72;27,72;27,72;27,72;27,72;27,72;27,72;27,72
28-01-2018;02 - 03;25,31;26,88;26,88;26,88;26,88;26,88;-15;-15;26,88;26,88;26,88;26,88;26,88;26,88;26,88;26,88;26,88
28-01-2018;03 - 04;25,56;26,59;26,59;26,59;26,59;26,59;-12,19;-12,19;27,08;27,08;27,08;27,08;27,08;27,08;26,59;26,59;26,59
28-01-2018;04 - 05;25,96;26,72;26,72;26,72;26,72;26,72;-9,14;-9,14;26,72;26,72;26,72;26,72;26,72;26,72;26,72;26,72;26,72
28-01-2018;05 - 06;27;27,09;27,09;27,09;27,09;27,09;0,04;0,04;27,12;27,12;27,12;27,12;27,12;27,12;27,09;27,09;27,09
